player,birthday,year,month,yrs
Alexey Shved,16/12/88,1988,december,3
Bennie Swain,16/12/33,1933,december,1
Jan van Breda Kolff,16/12/51,1951,december,9
Orlando Woolridge,16/12/59,1959,december,13
Brad Davis,17/12/55,1955,december,15
Craig Dill,17/12/44,1944,december,1
Jeff Grayer,17/12/65,1965,december,9
Buddy Hield,17/12/92,1992,december,4
Ed Horton,17/12/67,1967,december,1
Kris Joseph,17/12/88,1988,december,1
Albert King,17/12/59,1959,december,9
Stéphane Lasme,17/12/82,1982,december,1
Brian Mahoney,17/12/48,1948,december,1
Chick Reiser,17/12/14,1914,december,3
Antoine Rigaudeau,17/12/71,1971,december,1
Brad Sellers,17/12/62,1962,december,6
Gino Sovran,17/12/24,1924,december,1
Joe Wolf,17/12/64,1964,december,11
Guerschon Yabusele,17/12/95,1995,december,2
Jabari Brown,18/12/92,1992,december,1
Marcus Cousin,18/12/86,1986,december,1
Jim Davis,18/12/41,1941,december,8
Jacky Dorsey,18/12/54,1954,december,3
Lucious Harris,18/12/70,1970,december,12
George Johnson,18/12/48,1948,december,13
Rich Johnson,18/12/46,1946,december,3
Nate Johnston,18/12/66,1966,december,1
Bobby Jones*,18/12/51,1951,december,12
Audie Norris,18/12/60,1960,december,3
Charles Oakley,18/12/63,1963,december,19
Joe Pace,18/12/53,1953,december,2
Gene Shue,18/12/31,1931,december,10
Craig Spitzer,18/12/45,1945,december,1
Óscar Torres,18/12/76,1976,december,2
Phillip Wagner,18/12/45,1945,december,1
Julian Washburn,18/12/91,1991,december,1
Jay Arnette,19/12/38,1938,december,3
Torrey Craig,19/12/90,1990,december,3
Joe DePre,19/12/47,1947,december,3
Jorge Garbajosa,19/12/77,1977,december,2
Winston Garland,19/12/64,1964,december,7
Leonard Gray,19/12/51,1951,december,3
Tom Gugliotta,19/12/69,1969,december,13
Josh Huestis,19/12/91,1991,december,3
Vic Law,19/12/95,1995,december,1
Scott Lloyd,19/12/52,1952,december,6
Felipe López,19/12/74,1974,december,4
Kevin McHale*,19/12/57,1957,december,13
Jim Paxson,19/12/32,1932,december,2
Arvydas Sabonis*,19/12/64,1964,december,7
D.J. Stephens,19/12/90,1990,december,2
Kebu Stewart,19/12/73,1973,december,1
Mo Williams,19/12/82,1982,december,13
Matt Zunic,19/12/19,1919,december,1
Hollis Copeland,20/12/55,1955,december,2
Derrick Dial,20/12/75,1975,december,4
De'Aaron Fox,20/12/97,1997,december,3
Dick Gibbs,20/12/48,1948,december,5
Bill Hosket,20/12/46,1946,december,4
Royal Ivey,20/12/81,1981,december,10
Wesley Iwundu,20/12/94,1994,december,3
Phil Lumpkin,20/12/51,1951,december,2
Erik McCree,20/12/93,1993,december,1
Anžejs Pasečņiks,20/12/95,1995,december,1
Bobby Phills,20/12/69,1969,december,9
Herm Schaefer,20/12/18,1918,december,2
Dave Stallworth,20/12/41,1941,december,8
Don Sunderlage,20/12/29,1929,december,2
Raymond Townsend,20/12/55,1955,december,3
Trent Tucker,20/12/59,1959,december,11
Howard Wright,20/12/67,1967,december,2
Jim Zoet,20/12/53,1953,december,1
Corky Devlin,21/12/31,1931,december,3
B.J. Johnson,21/12/95,1995,december,2
Ervin Johnson,21/12/67,1967,december,13
Sheldon Mac,21/12/92,1992,december,1
Terry Mills,21/12/67,1967,december,11
Wat Misaka,21/12/23,1923,december,1
Herb Scherer,21/12/28,1928,december,2
Pop Goodwin,22/12/20,1920,december,2
Marcus Haislip,22/12/80,1980,december,4
Tom Hawkins,22/12/36,1936,december,10
Derek Hood,22/12/76,1976,december,1
Bobby Hooper,22/12/46,1946,december,1
Nick Johnson,22/12/92,1992,december,1
Vester Marshall,22/12/48,1948,december,1
Bill Newton,22/12/50,1950,december,2
Dave Robisch,22/12/49,1949,december,13
Jack Smiley,22/12/22,1922,december,2
Bob Wiesenhahn,22/12/38,1938,december,1
Jack Burmaster,23/12/26,1926,december,1
Freddie Crawford,23/12/41,1941,december,5
Sekou Doumbouya,23/12/00,2000,december,1
Ben Hansbrough,23/12/87,1987,december,1
Myke Henry,23/12/92,1992,december,1
Dave Lattin,23/12/43,1943,december,5
Clifford Lett,23/12/65,1965,december,2
Kevin Restani,23/12/51,1951,december,8
Jerry Reynolds,23/12/62,1962,december,8
Paul Shirley,23/12/77,1977,december,3
Dan Swartz,23/12/34,1934,december,1
Billy Thomas,23/12/75,1975,december,3
Kyrylo Fesenko,24/12/86,1986,december,5
P.J. Hairston,24/12/92,1992,december,2
Mo Layton,24/12/48,1948,december,5
Kevin Lynch,24/12/68,1968,december,2
Eric Moreland,24/12/91,1991,december,4
Tod Murphy,24/12/63,1963,december,5
Paul Pressey,24/12/58,1958,december,11
Ed Rains,24/12/56,1956,december,2
Jimmie Baker,25/12/53,1953,december,1
Bernie Fryer,25/12/49,1949,december,2
Eric Gordon,25/12/88,1988,december,12
Leo Kubiak,25/12/27,1927,december,1
Chris Richard,25/12/84,1984,december,2
Wilbert Robinson,25/12/49,1949,december,1
Brett Vroman,25/12/55,1955,december,1
Joe Alexander,26/12/86,1986,december,2
Bob Bigelow,26/12/53,1953,december,4
Ben Davis,26/12/72,1972,december,4
Claude English,26/12/46,1946,december,1
Claude Gregory,26/12/58,1958,december,2
Tim James,26/12/76,1976,december,3
Cory Jefferson,26/12/90,1990,december,2
Tim Legler,26/12/66,1966,december,10
Damir Markota,26/12/85,1985,december,1
Glenn Mosley,26/12/55,1955,december,2
Eddie Owens,26/12/53,1953,december,1
Bernard Robinson,26/12/80,1980,december,3
Kent Benson,27/12/54,1954,december,11
Mike Dabich,27/12/42,1942,december,1
Patrick Eddie,27/12/67,1967,december,1
Dike Eddleman,27/12/22,1922,december,4
Jorge Gutiérrez,27/12/88,1988,december,3
Bill Henry,27/12/24,1924,december,2
Bob Hubbard,27/12/22,1922,december,2
Dahntay Jones,27/12/80,1980,december,13
Rich Jones,27/12/46,1946,december,8
Mel Nowell,27/12/39,1939,december,2
Kevin Ollie,27/12/72,1972,december,13
Easy Parham,27/12/21,1921,december,3
Jamal Robinson,27/12/73,1973,december,1
Rob Rose,27/12/64,1964,december,1
Dwight Anderson,28/12/60,1960,december,1
Frank Card,28/12/44,1944,december,5
Jerry Grote,28/12/40,1940,december,1
John Henson,28/12/90,1990,december,8
Johnny Jorgensen,28/12/21,1921,december,2
Keith Lee,28/12/62,1962,december,3
Tracy Moore,28/12/65,1965,december,5
DeWayne Scales,28/12/58,1958,december,3
Melvin Turpin,28/12/60,1960,december,5
Chubby Cox,29/12/55,1955,december,1
Bud Ogden,29/12/46,1946,december,2
Ron Perry,29/12/43,1943,december,3
Briante Weber,29/12/92,1992,december,3
Jesse Arnelle,30/12/33,1933,december,1
Devin Brown,30/12/78,1978,december,8
Mel Gibson,30/12/40,1940,december,1
Earle Higgins,30/12/46,1946,december,1
Sean Higgins,30/12/68,1968,december,6
Didier Ilunga-Mbenga,30/12/80,1980,december,7
LeBron James,30/12/84,1984,december,17
Kenyon Martin,30/12/77,1977,december,15
Loren Meyer,30/12/72,1972,december,3
Steve Mix,30/12/47,1947,december,13
Don Reid,30/12/73,1973,december,8
Terrance Roberson,30/12/76,1976,december,1
Johnny Rogers,30/12/63,1963,december,2
Kevin Salvadori,30/12/70,1970,december,2
Jack Tingle,30/12/24,1924,december,2
Paul Watson,30/12/94,1994,december,1
Eric White,30/12/65,1965,december,2
C.J. Wilcox,30/12/90,1990,december,3
Bernie Williams,30/12/45,1945,december,5
Troy Williams,30/12/94,1994,december,3
Shandon Anderson,31/12/73,1973,december,10
Brent Barry,31/12/71,1971,december,14
Aud Brindley,31/12/23,1923,december,1
Tyrone Corbin,31/12/62,1962,december,16
Hal Crisler,31/12/23,1923,december,1
Javaris Crittenton,31/12/87,1987,december,2
Don Ford,31/12/52,1952,december,7
Francisco García,31/12/81,1981,december,10
Harry Rogers,31/12/50,1950,december,1
Irv Rothenberg,31/12/21,1921,december,3
Bryon Russell,31/12/70,1970,december,13
Luke Schenscher,31/12/82,1982,december,2
Ralph Siewert,31/12/23,1923,december,1
Edmond Sumner,31/12/95,1995,december,3
Chuckie Williams,31/12/53,1953,december,1
Korleone Young,31/12/78,1978,december,1
